1,4.2074242494569996
2,99.32841842663993
3,100.08179961944609
4,101.37581526835078
5,101.53260561632713
6,101.89832634573911
7,101.98834199747851
8,102.12634110979494
9,102.13302387267306
10,102.33438504182212
11,102.38947034978007
12,102.39508275772329
13,102.52958251197292
14,102.74643900906273
15,102.81565356979172
16,102.82623077565104
17,102.83538395080791
18,102.84582615940703
19,102.95579365997826
20,103.01798342970902
21,103.02232715005077
22,103.04230851140645
23,103.04702927077813
24,103.17205811252937
25,103.47091269805674
26,103.4823583526325
27,103.88151039134608
28,103.9588082547997
29,103.99994286209527
30,104.04082678434607
31,104.12403399606035
32,104.12865495943204
33,104.18560646067282
34,104.19667947985197
35,104.26891146753496
36,104.43825313962621
37,104.51095682650393
38,104.57336321926411
39,104.69543116258926
40,104.71059538367015
41,104.71717457139309
42,104.73773111604456
43,104.81427594868784
44,104.8162464243888
45,104.87051647925462
46,104.89687946915215
47,104.91147112479634
48,104.92022237061586
49,104.94302875003265
50,105.01001056725315
51,105.03171356654464
52,105.06266903366344
53,105.13267161787653
54,105.1537269634385
55,105.20629635788318
56,105.2569444972657
57,105.26674920931721
58,105.32033957815045
59,105.32100935875866
60,105.39758249638685
61,105.39862395296751
62,105.40392812015884
63,105.40593835461993
64,105.43246587560014
65,105.43634362672117
66,105.60710941565397
67,105.6414222019977
68,105.75762116453198
69,105.77800883233478
70,105.84142088721576
71,105.87819014227001
72,105.8904435447221
73,105.9287304451451
74,106.07599435732207
75,106.09293660067647
76,106.1735834276276
77,106.23875012434743
78,106.30444044761515
79,106.3335528772513
80,106.39249404490593
81,106.4359133134898
82,106.4409351937185
83,106.45648264663744
84,106.52331601167397
85,106.81806205230642
86,106.92968794135228
87,107.04857735697404
88,107.17637082227105
89,107.23370468227367
90,107.46551435005784
91,107.48024774124714
92,107.50195069846765
93,107.51364268921073
94,107.57636950631093
95,107.66742549073045
96,107.86200797610503
97,107.89889121739954
98,108.0024147926068
99,108.96123143904649
100,109.77822408648137
